cve_id,description,cwe,vendors,products,cvss_base_score,cvss_exploitability_score,cvss_impact_score,attackVector,attackComplexity,privilegesRequired,userInteraction,scope,confidentialityImpact,integrityImpact,availabilityImpact,published,modified,is_exploited
CVE-2019-200450,Vulnerability in product allows CWE-200 with NETWORK access and HIGH attack complexity. Requires HIGH privileges and user interaction=NONE. CVSS base score 6.6. Exploitation in the wild has not been confirmed.,CWE-200,IBM;VMware,CMS;Java SE,6.558355614846372,4.311990905370172,6.051018539015248,NETWORK,HIGH,HIGH,NONE,CHANGED,NONE,NONE,NONE,2019-03-05T07:56Z,2019-11-26T13:21Z,0
CVE-2021-202780,Vulnerability in product allows CWE-476 with ADJACENT access and LOW attack complexity. Requires HIGH privileges and user interaction=REQUIRED. CVSS base score 7.3. Exploitation in the wild has not been confirmed.,CWE-476,Google,Windows,7.255600625892138,5.871110519327852,9.406879027613318,ADJACENT,LOW,HIGH,REQUIRED,CHANGED,NONE,NONE,LOW,2021-06-04T15:21Z,2021-03-01T09:26Z,0
CVE-2022-203076,Vulnerability in product allows NVD-CWE-noinfo with NETWORK access and HIGH attack complexity. Requires LOW privileges and user interaction=NONE. CVSS base score 2.6. Exploitation in the wild has not been confirmed.,NVD-CWE-noinfo,Google,CMS;Office,2.579626847301583,1.4428164903747027,1.4557670948884331,NETWORK,HIGH,LOW,NONE,UNCHANGED,NONE,LOW,HIGH,2022-04-08T19:29Z,2022-12-29T23:36Z,0
CVE-2021-205176,Vulnerability in product allows CWE-89 with NETWORK access and HIGH attack complexity. Requires LOW privileges and user interaction=REQUIRED. CVSS base score 5.4. Exploitation in the wild has not been confirmed.,CWE-89,Cisco;Linux,CMS;Windows,5.4242275045144455,4.564305766303967,5.010690227455552,NETWORK,HIGH,LOW,REQUIRED,CHANGED,NONE,HIGH,NONE,2021-05-07T23:52Z,2021-10-01T02:13Z,0
CVE-2018-208445,Vulnerability in product allows CWE-119 with NETWORK access and HIGH attack complexity. Requires NONE privileges and user interaction=REQUIRED. CVSS base score 7.3. Exploitation in the wild has not been confirmed.,CWE-119,Apple;Cisco,Android;Safari;Web Browser,7.280473152803851,7.0574090880530544,6.449181890115257,NETWORK,HIGH,NONE,REQUIRED,CHANGED,LOW,NONE,HIGH,2018-11-26T14:11Z,2018-10-20T08:10Z,0
CVE-2023-205973,Vulnerability in product allows CWE-89 with LOCAL access and LOW attack complexity. Requires NONE privileges and user interaction=REQUIRED. CVSS base score 8.7. Exploitation in the wild has not been confirmed.,CWE-89,VMware,Chrome;Office,8.731058878300484,7.353166742136479,6.632824325568162,LOCAL,LOW,NONE,REQUIRED,CHANGED,NONE,NONE,LOW,2023-12-23T09:41Z,2023-12-15T07:06Z,0
CVE-2021-204579,Vulnerability in product allows CWE-22 with LOCAL access and LOW attack complexity. Requires HIGH privileges and user interaction=NONE. CVSS base score 7.0. Exploitation in the wild has not been confirmed.,CWE-22,Apple,Android;Chrome;Office,7.048942964582433,4.223655782869152,6.661233519210791,LOCAL,LOW,HIGH,NONE,UNCHANGED,LOW,NONE,HIGH,2021-07-22T06:02Z,2021-11-07T16:46Z,0
CVE-2020-201007,Vulnerability in product allows CWE-287 with PHYSICAL access and HIGH attack complexity. Requires NONE privileges and user interaction=REQUIRED. CVSS base score 2.5. Exploitation in the wild has not been confirmed.,CWE-287,Cisco;SAP,Exchange Server;Linux Kernel;Windows,2.5354355947658096,0.42401538605043143,3.6608585108771408,PHYSICAL,HIGH,NONE,REQUIRED,UNCHANGED,NONE,LOW,NONE,2020-11-20T10:34Z,2020-01-31T09:17Z,0
CVE-2019-203010,Vulnerability in product allows CWE-119 with LOCAL access and HIGH attack complexity. Requires NONE privileges and user interaction=REQUIRED. CVSS base score 6.7. Exploitation in the wild has not been confirmed.,CWE-119,IBM,Acrobat Reader;Chrome;Linux Kernel,6.7417111441588595,5.538900626438535,7.416580121365409,LOCAL,HIGH,NONE,REQUIRED,UNCHANGED,LOW,NONE,NONE,2019-11-24T08:58Z,2019-07-30T19:13Z,0
CVE-2019-209158,Vulnerability in product allows CWE-476 with ADJACENT access and HIGH attack complexity. Requires LOW privileges and user interaction=REQUIRED. CVSS base score 6.8. Exploitation in the wild has not been confirmed.,CWE-476,Linux;SAP,Office;VPN Appliance,6.818034360362235,5.992093253888864,6.565494215108729,ADJACENT,HIGH,LOW,REQUIRED,CHANGED,HIGH,LOW,HIGH,2019-06-05T19:37Z,2019-03-12T23:00Z,0
CVE-2022-206035,Vulnerability in product allows NVD-CWE-noinfo with LOCAL access and HIGH attack complexity. Requires LOW privileges and user interaction=NONE. CVSS base score 3.0. Exploitation in the wild has not been confirmed.,NVD-CWE-noinfo,Adobe;Cisco,Java SE;Office;Windows,2.9700188763849957,0.6985496527081354,1.1863299932296254,LOCAL,HIGH,LOW,NONE,CHANGED,NONE,HIGH,LOW,2022-06-12T08:37Z,2022-02-10T14:06Z,0
CVE-2019-209397,Vulnerability in product allows CWE-22 with LOCAL access and HIGH attack complexity. Requires LOW privileges and user interaction=NONE. CVSS base score 5.2. Exploitation in the wild has not been confirmed.,CWE-22,Adobe,Android;CMS;Linux Kernel,5.1710539858359486,4.518117433807978,4.650080580245037,LOCAL,HIGH,LOW,NONE,CHANGED,NONE,LOW,HIGH,2019-05-07T23:18Z,2019-11-08T10:18Z,0
CVE-2022-200191,Vulnerability in product allows NVD-CWE-noinfo with LOCAL access and HIGH attack complexity. Requires NONE privileges and user interaction=REQUIRED. CVSS base score 3.9. Exploitation in the wild has not been confirmed.,NVD-CWE-noinfo,Apple;IBM,Acrobat Reader;Chrome;Web Browser,3.9172958658491615,2.5809966518401017,2.7675770344435078,LOCAL,HIGH,NONE,REQUIRED,UNCHANGED,HIGH,LOW,LOW,2022-11-26T08:40Z,2022-09-13T05:56Z,0
CVE-2022-202456,Vulnerability in product allows CWE-119 with NETWORK access and HIGH attack complexity. Requires LOW privileges and user interaction=NONE. CVSS base score 8.3. Exploitation in the wild has not been confirmed.,CWE-119,Google,Acrobat Reader;Safari,8.328677410478406,6.907505988039344,9.33964859478871,NETWORK,HIGH,LOW,NONE,UNCHANGED,NONE,LOW,NONE,2022-08-23T07:26Z,2022-01-26T18:26Z,0
CVE-2023-201380,Vulnerability in product allows CWE-287 with LOCAL access and LOW attack complexity. Requires HIGH privileges and user interaction=REQUIRED. CVSS base score 7.5. Exploitation in the wild has not been confirmed.,CWE-287,IBM;Linux,CMS;Java SE;VPN Appliance,7.478576967099243,6.204012944002912,7.383038694398463,LOCAL,LOW,HIGH,REQUIRED,UNCHANGED,HIGH,HIGH,LOW,2023-05-12T11:37Z,2023-03-06T10:53Z,0
CVE-2023-202998,Vulnerability in product allows CWE-22 with LOCAL access and HIGH attack complexity. Requires HIGH privileges and user interaction=REQUIRED. CVSS base score 7.9. Exploitation in the wild has not been confirmed.,CWE-22,IBM;Oracle,CMS;Exchange Server;Web Browser,7.945532351195112,9.669772584342846,6.933059719947584,LOCAL,HIGH,HIGH,REQUIRED,UNCHANGED,HIGH,HIGH,HIGH,2023-11-26T11:14Z,2023-10-24T06:12Z,0
CVE-2023-200333,Vulnerability in product allows CWE-89 with NETWORK access and HIGH attack complexity. Requires LOW privileges and user interaction=REQUIRED. CVSS base score 6.2. Exploitation in the wild has not been confirmed.,CWE-89,Adobe;IBM,Acrobat Reader;Web Browser,6.193570273174355,5.450197808628571,6.398223582808692,NETWORK,HIGH,LOW,REQUIRED,CHANGED,NONE,LOW,LOW,2023-07-22T19:25Z,2023-10-03T16:30Z,0
CVE-2020-206824,Vulnerability in product allows CWE-476 with NETWORK access and LOW attack complexity. Requires NONE privileges and user interaction=NONE. CVSS base score 6.7. Exploitation in the wild has not been confirmed.,CWE-476,VMware,Android;Office;VPN Appliance,6.746572573939893,7.254808654878432,6.813708624921929,NETWORK,LOW,NONE,NONE,CHANGED,LOW,NONE,HIGH,2020-02-20T06:02Z,2020-02-26T23:13Z,0
CVE-2018-205026,Vulnerability in product allows CWE-119 with LOCAL access and HIGH attack complexity. Requires LOW privileges and user interaction=REQUIRED. CVSS base score 4.6. Exploitation in the wild has not been confirmed.,CWE-119,Adobe;Linux,Safari,4.609219334580661,5.3844521306910424,3.802854315891925,LOCAL,HIGH,LOW,REQUIRED,UNCHANGED,LOW,HIGH,LOW,2018-02-17T21:42Z,2018-09-01T08:44Z,0
CVE-2021-201082,Vulnerability in product allows CWE-89 with LOCAL access and HIGH attack complexity. Requires HIGH privileges and user interaction=REQUIRED. CVSS base score 5.9. Exploitation in the wild has not been confirmed.,CWE-89,Microsoft,Android;CMS,5.91601302414836,3.732453101072539,3.9944669662224115,LOCAL,HIGH,HIGH,REQUIRED,UNCHANGED,LOW,LOW,HIGH,2021-06-06T18:18Z,2021-04-29T18:53Z,0
CVE-2019-203579,Vulnerability in product allows CWE-200 with NETWORK access and LOW attack complexity. Requires HIGH privileges and user interaction=REQUIRED. CVSS base score 9.7. Exploitation in the wild has not been confirmed.,CWE-200,Linux,Java SE;iOS,9.680936007556854,8.19076379114124,9.614194372723263,NETWORK,LOW,HIGH,REQUIRED,UNCHANGED,HIGH,LOW,LOW,2019-11-06T04:31Z,2019-06-12T22:16Z,0
CVE-2018-205846,Vulnerability in product allows CWE-352 with NETWORK access and LOW attack complexity. Requires HIGH privileges and user interaction=REQUIRED. CVSS base score 1.3. Exploitation in the wild has not been confirmed.,CWE-352,Microsoft,Exchange Server;Office,1.3256085344388353,1.284333153323009,1.3628032879455882,NETWORK,LOW,HIGH,REQUIRED,UNCHANGED,NONE,NONE,LOW,2018-07-12T17:52Z,2018-06-28T20:27Z,0
CVE-2021-203516,Vulnerability in product allows CWE-787 with PHYSICAL access and LOW attack complexity. Requires LOW privileges and user interaction=REQUIRED. CVSS base score 7.4. Exploitation in the wild has not been confirmed.,CWE-787,Google;Oracle,Chrome;iOS,7.439288599945442,7.113567755589684,7.008148812589373,PHYSICAL,LOW,LOW,REQUIRED,UNCHANGED,HIGH,NONE,NONE,2021-07-25T18:09Z,2021-08-28T09:14Z,0
CVE-2020-200388,Vulnerability in product allows CWE-787 with NETWORK access and HIGH attack complexity. Requires LOW privileges and user interaction=NONE. CVSS base score 5.5. Exploitation in the wild has not been confirmed.,CWE-787,VMware,iOS,5.470820179143771,3.6659538306027004,4.7436002420449945,NETWORK,HIGH,LOW,NONE,UNCHANGED,LOW,LOW,NONE,2020-11-10T12:18Z,2020-09-09T18:22Z,0
CVE-2023-202296,Vulnerability in product allows NVD-CWE-noinfo with NETWORK access and LOW attack complexity. Requires LOW privileges and user interaction=REQUIRED. CVSS base score 6.3. Exploitation in the wild has not been confirmed.,NVD-CWE-noinfo,Oracle,Windows,6.312365011498422,4.744203460400496,5.468318310842253,NETWORK,LOW,LOW,REQUIRED,UNCHANGED,LOW,LOW,LOW,2023-06-21T05:26Z,2023-09-16T00:39Z,0
CVE-2021-203178,Vulnerability in product allows CWE-287 with NETWORK access and HIGH attack complexity. Requires LOW privileges and user interaction=NONE. CVSS base score 4.1. Exploitation in the wild has not been confirmed.,CWE-287,Oracle,CMS;Windows;iOS,4.058439385712183,4.090895077371674,4.621747790875169,NETWORK,HIGH,LOW,NONE,UNCHANGED,LOW,LOW,NONE,2021-12-24T13:34Z,2021-11-30T19:01Z,0
CVE-2018-205058,Vulnerability in product allows CWE-20 with NETWORK access and LOW attack complexity. Requires LOW privileges and user interaction=NONE. CVSS base score 5.0. Exploitation in the wild has not been confirmed.,CWE-20,Google,CMS;Java SE;Safari,5.038868919218669,3.9267101347231845,4.529050377790712,NETWORK,LOW,LOW,NONE,CHANGED,HIGH,NONE,LOW,2018-06-27T20:54Z,2018-08-22T05:10Z,0
CVE-2022-202493,Vulnerability in product allows CWE-20 with NETWORK access and HIGH attack complexity. Requires NONE privileges and user interaction=NONE. CVSS base score 6.4. Exploitation in the wild has not been confirmed.,CWE-20,Google;VMware,Web Browser,6.393025837535224,5.614249959082601,6.490096385358381,NETWORK,HIGH,NONE,NONE,UNCHANGED,HIGH,HIGH,LOW,2022-12-12T01:25Z,2022-01-27T13:59Z,0
CVE-2023-202555,Vulnerability in product allows CWE-89 with LOCAL access and LOW attack complexity. Requires LOW privileges and user interaction=NONE. CVSS base score 4.2. Exploitation in the wild has not been confirmed.,CWE-89,Cisco,Exchange Server;Office;VPN Appliance,4.231467083460744,3.201078625167108,3.8983115720726857,LOCAL,LOW,LOW,NONE,CHANGED,NONE,NONE,LOW,2023-11-19T13:31Z,2023-03-02T04:00Z,0
CVE-2022-201223,Vulnerability in product allows CWE-119 with LOCAL access and LOW attack complexity. Requires HIGH privileges and user interaction=NONE. CVSS base score 6.7. Exploitation in the wild has not been confirmed.,CWE-119,SAP,Acrobat Reader;Office,6.667793231575318,5.2656620577645095,6.323291318223187,LOCAL,LOW,HIGH,NONE,UNCHANGED,NONE,LOW,LOW,2022-11-10T12:56Z,2022-10-16T03:44Z,0
CVE-2023-209022,Vulnerability in product allows CWE-476 with LOCAL access and HIGH attack complexity. Requires HIGH privileges and user interaction=REQUIRED. CVSS base score 2.5. Exploitation in the wild has not been confirmed.,CWE-476,Cisco;IBM,Android;Linux Kernel;Web Browser,2.534913605192122,1.4730804600443688,2.833245081528878,LOCAL,HIGH,HIGH,REQUIRED,UNCHANGED,LOW,NONE,HIGH,2023-03-20T17:23Z,2023-05-21T02:43Z,0
CVE-2019-200498,Vulnerability in product allows CWE-89 with LOCAL access and LOW attack complexity. Requires LOW privileges and user interaction=REQUIRED. CVSS base score 8.2. Exploitation in the wild has not been confirmed.,CWE-89,Microsoft,Exchange Server,8.202301239544825,6.3606231034420935,6.677688121823957,LOCAL,LOW,LOW,REQUIRED,CHANGED,LOW,HIGH,LOW,2019-10-21T15:53Z,2019-08-17T02:38Z,0
CVE-2023-202244,Vulnerability in product allows CWE-22 with NETWORK access and LOW attack complexity. Requires HIGH privileges and user interaction=NONE. CVSS base score 2.5. Exploitation in the wild has not been confirmed.,CWE-22,Adobe;Apple,Database Server;Exchange Server;Office,2.537574944113996,0.5145558293410772,1.432042353077503,NETWORK,LOW,HIGH,NONE,UNCHANGED,LOW,HIGH,HIGH,2023-07-06T01:46Z,2023-02-26T21:49Z,0
CVE-2019-202742,Vulnerability in product allows CWE-119 with LOCAL access and HIGH attack complexity. Requires LOW privileges and user interaction=REQUIRED. CVSS base score 1.7. Exploitation in the wild has not been confirmed.,CWE-119,Oracle,Chrome;Linux Kernel;iOS,1.7212882687006363,0.8124176890305855,1.6436984875121583,LOCAL,HIGH,LOW,REQUIRED,CHANGED,LOW,NONE,LOW,2019-01-01T20:33Z,2019-11-18T14:56Z,0
CVE-2020-100038,Vulnerability in product allows CWE-79 with NETWORK access and LOW attack complexity. Requires LOW privileges and user interaction=REQUIRED. CVSS base score 10.0. This issue has been observed exploited in the wild.,CWE-79,Apple;VMware,Linux Kernel;iOS,10.0,10.0,10.0,NETWORK,LOW,LOW,REQUIRED,UNCHANGED,HIGH,HIGH,HIGH,2020-04-11T04:42Z,2020-07-11T15:42Z,1
CVE-2020-205940,Vulnerability in product allows CWE-200 with LOCAL access and HIGH attack complexity. Requires LOW privileges and user interaction=NONE. CVSS base score 7.3. Exploitation in the wild has not been confirmed.,CWE-200,Cisco,CMS;Linux Kernel,7.275460003481724,4.758871291100366,6.316321316740367,LOCAL,HIGH,LOW,NONE,CHANGED,LOW,NONE,LOW,2020-12-13T02:16Z,2020-09-09T02:49Z,0
CVE-2018-208873,Vulnerability in product allows CWE-287 with NETWORK access and HIGH attack complexity. Requires NONE privileges and user interaction=REQUIRED. CVSS base score 6.6. Exploitation in the wild has not been confirmed.,CWE-287,IBM;Linux,Safari;VPN Appliance,6.5760752532993045,5.538209724828032,5.329371118246182,NETWORK,HIGH,NONE,REQUIRED,UNCHANGED,NONE,HIGH,HIGH,2018-06-20T10:09Z,2018-09-24T07:47Z,0
CVE-2023-202756,Vulnerability in product allows CWE-787 with LOCAL access and LOW attack complexity. Requires HIGH privileges and user interaction=REQUIRED. CVSS base score 6.4. Exploitation in the wild has not been confirmed.,CWE-787,Apple;IBM,CMS;Exchange Server;VPN Appliance,6.425217180251446,4.547831751507877,4.960533062598911,LOCAL,LOW,HIGH,REQUIRED,UNCHANGED,NONE,LOW,NONE,2023-07-24T18:53Z,2023-10-28T16:47Z,0
CVE-2022-207213,Vulnerability in product allows CWE-22 with LOCAL access and LOW attack complexity. Requires NONE privileges and user interaction=REQUIRED. CVSS base score 6.3. Exploitation in the wild has not been confirmed.,CWE-22,IBM;Linux,Android;Database Server,6.276436084083758,6.343887562579508,6.171260984918848,LOCAL,LOW,NONE,REQUIRED,CHANGED,HIGH,LOW,NONE,2022-08-10T23:16Z,2022-09-10T10:00Z,0
CVE-2021-207620,Vulnerability in product allows CWE-20 with ADJACENT access and HIGH attack complexity. Requires HIGH privileges and user interaction=REQUIRED. CVSS base score 4.8. Exploitation in the wild has not been confirmed.,CWE-20,Google,VPN Appliance,4.774627169305126,4.0029820318110145,4.004899774992109,ADJACENT,HIGH,HIGH,REQUIRED,UNCHANGED,LOW,HIGH,LOW,2021-10-07T07:50Z,2021-05-18T14:27Z,0
CVE-2019-208627,Vulnerability in product allows CWE-352 with LOCAL access and HIGH attack complexity. Requires LOW privileges and user interaction=REQUIRED. CVSS base score 2.4. Exploitation in the wild has not been confirmed.,CWE-352,Linux,CMS;Linux Kernel;Safari,2.4481972236328158,2.9513363137248536,2.4596540301717553,LOCAL,HIGH,LOW,REQUIRED,UNCHANGED,HIGH,NONE,LOW,2019-01-11T11:01Z,2019-07-24T20:03Z,0
CVE-2023-201828,Vulnerability in product allows CWE-200 with NETWORK access and LOW attack complexity. Requires HIGH privileges and user interaction=NONE. CVSS base score 5.0. Exploitation in the wild has not been confirmed.,CWE-200,IBM,CMS;VPN Appliance,4.97960285230306,3.8648618628358378,4.746376284692599,NETWORK,LOW,HIGH,NONE,CHANGED,HIGH,HIGH,HIGH,2023-06-04T03:30Z,2023-04-17T04:11Z,0
CVE-2018-204443,Vulnerability in product allows CWE-787 with LOCAL access and HIGH attack complexity. Requires LOW privileges and user interaction=REQUIRED. CVSS base score 4.2. Exploitation in the wild has not been confirmed.,CWE-787,Microsoft;SAP,Acrobat Reader;Windows;iOS,4.176120034866768,2.3947788790919597,3.907920213581569,LOCAL,HIGH,LOW,REQUIRED,CHANGED,LOW,LOW,LOW,2018-07-06T23:56Z,2018-05-21T05:21Z,0
CVE-2022-204746,Vulnerability in product allows CWE-787 with LOCAL access and LOW attack complexity. Requires LOW privileges and user interaction=REQUIRED. CVSS base score 9.9. Exploitation in the wild has not been confirmed.,CWE-787,Google;IBM,Android;Exchange Server;Office,9.866624144918859,9.579703129362017,7.749698560678281,LOCAL,LOW,LOW,REQUIRED,CHANGED,NONE,HIGH,NONE,2022-06-22T09:11Z,2022-05-04T00:35Z,0
CVE-2023-204211,Vulnerability in product allows CWE-22 with NETWORK access and HIGH attack complexity. Requires LOW privileges and user interaction=REQUIRED. CVSS base score 3.1. Exploitation in the wild has not been confirmed.,CWE-22,Google,Java SE;Web Browser,3.067726598236656,2.4108027257131517,2.2587988358814397,NETWORK,HIGH,LOW,REQUIRED,UNCHANGED,NONE,LOW,NONE,2023-06-19T07:13Z,2023-04-03T09:37Z,0
CVE-2018-207876,Vulnerability in product allows CWE-476 with LOCAL access and LOW attack complexity. Requires HIGH privileges and user interaction=REQUIRED. CVSS base score 5.1. Exploitation in the wild has not been confirmed.,CWE-476,Linux;Oracle,Linux Kernel;Office;Web Browser,5.0633892541691665,4.789651381764544,5.167140811501186,LOCAL,LOW,HIGH,REQUIRED,CHANGED,NONE,NONE,LOW,2018-06-08T18:02Z,2018-06-02T05:12Z,0
CVE-2019-200086,Vulnerability in product allows CWE-20 with NETWORK access and HIGH attack complexity. Requires HIGH privileges and user interaction=REQUIRED. CVSS base score 4.8. Exploitation in the wild has not been confirmed.,CWE-20,Cisco,Android;Linux Kernel;Safari,4.847174779766227,6.185076280914199,2.552070314029396,NETWORK,HIGH,HIGH,REQUIRED,UNCHANGED,NONE,LOW,HIGH,2019-06-12T05:48Z,2019-07-11T03:36Z,0
CVE-2020-204199,Vulnerability in product allows CWE-22 with LOCAL access and LOW attack complexity. Requires NONE privileges and user interaction=NONE. CVSS base score 6.1. Exploitation in the wild has not been confirmed.,CWE-22,IBM;Linux,Acrobat Reader;Office;VPN Appliance,6.0749719400638735,6.576171406187365,5.214720124961547,LOCAL,LOW,NONE,NONE,CHANGED,NONE,NONE,HIGH,2020-01-24T06:14Z,2020-12-30T10:13Z,0
CVE-2019-206837,Vulnerability in product allows CWE-89 with NETWORK access and HIGH attack complexity. Requires LOW privileges and user interaction=NONE. CVSS base score 3.6. Exploitation in the wild has not been confirmed.,CWE-89,Oracle,Android;Chrome,3.605500500077185,2.3635811052258693,1.6657286912280214,NETWORK,HIGH,LOW,NONE,UNCHANGED,LOW,NONE,LOW,2019-10-19T07:48Z,2019-10-20T15:56Z,0
CVE-2021-201753,Vulnerability in product allows CWE-787 with LOCAL access and HIGH attack complexity. Requires LOW privileges and user interaction=REQUIRED. CVSS base score 3.9. Exploitation in the wild has not been confirmed.,CWE-787,Cisco,Office;iOS,3.855032739022569,3.059968371747331,3.8607828091309147,LOCAL,HIGH,LOW,REQUIRED,UNCHANGED,HIGH,HIGH,HIGH,2021-05-02T03:31Z,2021-07-08T17:25Z,0
CVE-2023-205753,Vulnerability in product allows CWE-476 with LOCAL access and HIGH attack complexity. Requires NONE privileges and user interaction=NONE. CVSS base score 4.4. Exploitation in the wild has not been confirmed.,CWE-476,Cisco;IBM,Java SE;Safari;VPN Appliance,4.387789377726403,3.6655181167333692,3.3013946671425614,LOCAL,HIGH,NONE,NONE,CHANGED,NONE,NONE,LOW,2023-08-21T11:06Z,2023-08-22T06:44Z,0
CVE-2018-203969,Vulnerability in product allows CWE-79 with NETWORK access and LOW attack complexity. Requires NONE privileges and user interaction=REQUIRED. CVSS base score 8.1. Exploitation in the wild has not been confirmed.,CWE-79,Oracle;VMware,iOS,8.119540224107583,7.633230560771091,8.374825123169467,NETWORK,LOW,NONE,REQUIRED,UNCHANGED,NONE,LOW,NONE,2018-10-15T18:46Z,2018-09-25T20:07Z,0
CVE-2021-207613,Vulnerability in product allows CWE-787 with ADJACENT access and LOW attack complexity. Requires NONE privileges and user interaction=REQUIRED. CVSS base score 6.3. Exploitation in the wild has not been confirmed.,CWE-787,Adobe,Linux Kernel,6.315047985953685,5.2462529790254155,4.969621646864777,ADJACENT,LOW,NONE,REQUIRED,CHANGED,LOW,HIGH,NONE,2021-05-21T01:56Z,2021-05-16T11:38Z,0
CVE-2019-202152,Vulnerability in product allows CWE-22 with LOCAL access and HIGH attack complexity. Requires LOW privileges and user interaction=NONE. CVSS base score 6.6. Exploitation in the wild has not been confirmed.,CWE-22,IBM;Microsoft,Safari;VPN Appliance,6.566567087106942,5.428339440276757,7.122351523723691,LOCAL,HIGH,LOW,NONE,CHANGED,LOW,NONE,HIGH,2019-09-09T22:40Z,2019-06-14T22:24Z,0
CVE-2021-207473,Vulnerability in product allows CWE-119 with NETWORK access and LOW attack complexity. Requires LOW privileges and user interaction=REQUIRED. CVSS base score 5.8. Exploitation in the wild has not been confirmed.,CWE-119,Microsoft;SAP,Java SE,5.769587363572191,4.505361639716794,4.761475902312868,NETWORK,LOW,LOW,REQUIRED,CHANGED,NONE,LOW,NONE,2021-01-28T02:43Z,2021-03-09T02:44Z,0
CVE-2019-200440,Vulnerability in product allows CWE-119 with PHYSICAL access and LOW attack complexity. Requires LOW privileges and user interaction=REQUIRED. CVSS base score 4.1. Exploitation in the wild has not been confirmed.,CWE-119,Adobe,iOS,4.103812350205305,3.537256808158382,1.489776713102552,PHYSICAL,LOW,LOW,REQUIRED,UNCHANGED,HIGH,NONE,LOW,2019-07-31T22:03Z,2019-10-27T11:56Z,0
CVE-2018-206891,Vulnerability in product allows CWE-200 with NETWORK access and LOW attack complexity. Requires LOW privileges and user interaction=NONE. CVSS base score 2.9. Exploitation in the wild has not been confirmed.,CWE-200,Apple;IBM,Chrome;Web Browser,2.863041714076102,0.7444599781420935,1.6426381825245,NETWORK,LOW,LOW,NONE,CHANGED,HIGH,LOW,NONE,2018-12-12T11:20Z,2018-06-17T22:43Z,0
CVE-2021-200665,Vulnerability in product allows CWE-787 with NETWORK access and HIGH attack complexity. Requires LOW privileges and user interaction=REQUIRED. CVSS base score 1.2. Exploitation in the wild has not been confirmed.,CWE-787,Oracle,Android;Chrome,1.1975859917753855,0.0,0.20923189666890885,NETWORK,HIGH,LOW,REQUIRED,CHANGED,NONE,NONE,NONE,2021-01-14T22:51Z,2021-01-30T10:44Z,0
CVE-2019-208665,Vulnerability in product allows CWE-200 with LOCAL access and HIGH attack complexity. Requires NONE privileges and user interaction=NONE. CVSS base score 4.9. Exploitation in the wild has not been confirmed.,CWE-200,Adobe,Windows,4.899009409800076,3.9167632202320526,4.3038534122539405,LOCAL,HIGH,NONE,NONE,CHANGED,HIGH,LOW,LOW,2019-04-06T04:09Z,2019-07-22T22:30Z,0
CVE-2020-206459,Vulnerability in product allows CWE-79 with LOCAL access and HIGH attack complexity. Requires LOW privileges and user interaction=NONE. CVSS base score 5.0. Exploitation in the wild has not been confirmed.,CWE-79,VMware,Chrome;Safari;Windows,4.985321540282646,5.4939439721788945,4.656985571266467,LOCAL,HIGH,LOW,NONE,UNCHANGED,NONE,NONE,NONE,2020-04-04T07:25Z,2020-07-14T20:56Z,0
CVE-2022-100277,Vulnerability in product allows CWE-79 with NETWORK access and LOW attack complexity. Requires LOW privileges and user interaction=NONE. CVSS base score 10.0. This issue has been observed exploited in the wild.,CWE-79,Microsoft;Oracle,Office,10.0,10.0,9.066557036914281,NETWORK,LOW,LOW,NONE,UNCHANGED,LOW,LOW,HIGH,2022-06-12T14:26Z,2022-12-08T19:47Z,1
CVE-2020-204484,Vulnerability in product allows CWE-476 with NETWORK access and HIGH attack complexity. Requires HIGH privileges and user interaction=NONE. CVSS base score 5.3. Exploitation in the wild has not been confirmed.,CWE-476,Microsoft,Java SE;Windows,5.309265893949949,2.5575566573706228,5.17588315016364,NETWORK,HIGH,HIGH,NONE,UNCHANGED,NONE,LOW,HIGH,2020-10-19T04:53Z,2020-09-10T14:35Z,0
CVE-2020-201782,Vulnerability in product allows CWE-476 with LOCAL access and LOW attack complexity. Requires LOW privileges and user interaction=NONE. CVSS base score 4.6. Exploitation in the wild has not been confirmed.,CWE-476,Google,Chrome;Office,4.612691139407641,4.760844417080837,3.8596992174097613,LOCAL,LOW,LOW,NONE,UNCHANGED,NONE,NONE,HIGH,2020-09-27T06:54Z,2020-02-06T11:57Z,0
CVE-2018-100571,Vulnerability in product allows CWE-89 with ADJACENT access and LOW attack complexity. Requires NONE privileges and user interaction=REQUIRED. CVSS base score 7.0. This issue has been observed exploited in the wild.,CWE-89,Google,Safari;iOS,6.986198313908786,6.478828959803114,5.844533632304357,ADJACENT,LOW,NONE,REQUIRED,CHANGED,HIGH,HIGH,HIGH,2018-12-15T07:52Z,2018-03-05T02:11Z,1
CVE-2021-200835,Vulnerability in product allows CWE-200 with LOCAL access and LOW attack complexity. Requires HIGH privileges and user interaction=REQUIRED. CVSS base score 7.5. Exploitation in the wild has not been confirmed.,CWE-200,Adobe;IBM,Android;Java SE;iOS,7.469378384991556,5.505579582432095,7.894352478229686,LOCAL,LOW,HIGH,REQUIRED,UNCHANGED,NONE,LOW,NONE,2021-07-22T21:36Z,2021-06-28T12:37Z,0
